label,content,content_de
joy,"""Well, this is quite wonderful; I could not have believed that I should be so favored by fortune.","„Nun, das ist ganz wunderbar; ich hätte nicht glauben können, dass ich vom Glück so begünstigt werden sollte."
joy,"How wonderful it is, that after all I have suffered, I am made something of at last; I am the luckiest person in the world- so strong and fine; and how white, and what a length!","Wie wunderbar ist es, dass ich nach allem, was ich erlitten habe, endlich zu etwas gemacht bin; Ich bin der glücklichste Mensch der Welt – so stark und fein; und wie weiß, und was für eine Länge!"
joy,"I cannot be happier than I am now.""","Ich kann nicht glücklicher sein als jetzt."""
joy,This was my destiny; it is quite a blessing.,Das war mein Schicksal; es ist ein wahrer Segen.
joy,"Now I shall be of some use in the world, as everyone ought to be; it is the only way to be happy.","Jetzt werde ich in der Welt von Nutzen sein, wie jeder sein sollte; es ist der einzige Weg, glücklich zu sein."
joy,"I am happier than ever.""","Ich bin glücklicher denn je."""
surprise,"""Ugh,"" cried the paper, as it burst into a bright flame; ""ugh.""","""Ugh"", rief das Papier, als es in eine helle Flamme platzte; ""Pfui."""
joy,"Whenever the sun shone, we felt his warm rays, and the little birds would relate stories to us as they sung.","Wann immer die Sonne schien, spürten wir seine warmen Strahlen, und die kleinen Vögel erzählten uns Geschichten, während sie sangen."
joy,"""'That is quite true,' said the water-bucket; and he made a spring with joy, and splashed some water on the floor.","„‚Das ist ganz wahr‘, sagte der Wassereimer, und er machte vor Freude einen Sprung und spritzte etwas Wasser auf den Boden."
joy,"""The plates rattled with pleasure, and the carpet-broom brought some green parsley out of the dust-hole and crowned the saucepan, for he knew it would vex the others; and he thought, 'If I crown him to-day he will crown me to-morrow.'","„Die Teller klapperten vor Vergnügen, und der Teppichbesen brachte etwas grüne Petersilie aus dem Staubloch und krönte den Kochtopf, denn er wusste, dass es die anderen ärgern würde; und er dachte: ‚Wenn ich ihn heute kröne, wird er es tun krönt mich morgen.'"
joy,"The street boys stood on tiptoe and shouted ""hurrah,"" and whistled between their fingers; altogether it was a very splendid affair.",Die Straßenjungen stellten sich auf die Zehenspitzen und riefen „Hurra“ und pfiffen zwischen den Fingern; insgesamt war es eine sehr prächtige Angelegenheit.
sadness,"I saw my poor dead father, and cried till I fell asleep.","Ich sah meinen armen toten Vater und weinte, bis ich einschlief."
sadness,"""Sorry!"" he exclaimed, and his voice was troubled with a grief as deep as my own.","""Es tut uns leid!"" rief er aus, und seine Stimme war von einem Kummer beunruhigt, der so tief war wie meiner."
joy,"""My golden treasure, my riches, my sunshine!"" said the mother; and she kissed the shining locks, and it sounded like music and song in the room of the drummer; and there was joy, and life, and movement.","""Mein goldener Schatz, mein Reichtum, mein Sonnenschein!"" sagte die Mutter; und sie küsste die glänzenden Locken, und es klang wie Musik und Gesang im Zimmer des Trommlers; und es gab Freude und Leben und Bewegung."
sadness,"She folded her hands, and hid her face in the cotton curtains of the bed, and wept.",Sie faltete die Hände und verbarg ihr Gesicht in den Baumwollvorhängen des Bettes und weinte.
joy,They laughed and they wept; and Peter embraced the old Fire-drum.,Sie lachten und sie weinten; und Petrus umarmte die alte Feuertrommel.
surprise,"""Good Heaven! what's the matter with you?"" asked his mother.","""Du lieber Himmel! was ist los mit dir?"" fragte seine Mutter."
sadness,"""Nothing, nothing; only leave me to myself,"" he answered but the tears were running down his cheeks.","„Nichts, nichts, überlass mich nur mir selbst“, antwortete er, aber die Tränen liefen ihm über die Wangen."
sadness,"""My sweet child, my golden treasure!"" cried the mother, and she wept; but the Fire-drum sang, not out loud, but inwardly.","""Mein süßes Kind, mein goldener Schatz!"" rief die Mutter, und sie weinte; aber die Feuertrommel sang, nicht laut, sondern innerlich."
joy,"His eyes were as clear and his face was as radiant as sunshine; and he held his mother in his arms, and she kissed his mouth, and wept as blissfully as any one can weep for joy; and he nodded at every old piece of furniture in the room, at the cupboard with the tea-cups, and at the flower-vase.","Seine Augen waren so klar und sein Gesicht so strahlend wie Sonnenschein; und er hielt seine Mutter in seinen Armen, und sie küsste seinen Mund und weinte so glückselig, wie man vor Freude weinen kann; und er nickte jedem alten Möbelstück im Zimmer zu, dem Schrank mit den Teetassen und der Blumenvase."
surprise,The counsellor stared with astonishment as he beheld a most strange procession pass before him.,"Der Ratgeber starrte mit Erstaunen, als er eine höchst seltsame Prozession an sich vorbeiziehen sah."
surprise,"""Good gracious!"" he exclaimed; ""what in the world has happened to the bishop? what can he be thinking about?""","""Ach du meine Güte!"" er rief aus; „Was um alles in der Welt ist mit dem Bischof passiert?"
surprise,"""Goodness me! where am I?"" said he.","""Meine Güte! Wo bin ich?"" sagte er."
surprise,It bewildered him as he thought of it.,"Es verwirrte ihn, als er daran dachte."
joy,"""Yes, this is East Street; how beautifully bright and gay it looks!","„Ja, das ist die East Street, wie schön bunt und fröhlich sie aussieht!"
surprise,"It is quite shocking that one glass of punch should have upset me like this.""","Es ist ziemlich schockierend, dass mich ein Glas Punsch so aus der Fassung gebracht hat."""
sadness,"The lieutenant felt this very keenly, and therefore leaned his head against the window-frame, and sighed deeply.","Der Leutnant fühlte dies sehr stark, und deshalb lehnte er seinen Kopf an den Fensterrahmen und seufzte tief."
surprise,"""There goes one!"" cried he.","""Da geht einer!"" rief er."
fear,"He declared, when he quite recovered himself, that this had been the most dreadful night he had ever passed; not for a hundred pounds would he go through such feelings again.","Als er sich wieder ganz erholt hatte, erklärte er, dies sei die schrecklichste Nacht gewesen, die er je verbracht habe; nicht für hundert Pfund würde er solche Gefühle noch einmal durchmachen."
surprise,"He started back, quite bewildered with the fright which the goloshes of Fortune had caused him.","Er fuhr zurück, ganz verwirrt von dem Schrecken, den ihm die Galoschen des Glücks bereitet hatten."
surprise,"""Good gracious!"" he sighed, ""I must have a tendency to softening of the brain, and here it is so exceedingly hot that the blood is rushing to my head.""","""Ach du meine Güte!"" er seufzte, ""ich muss eine Tendenz zur Erweichung des Gehirns haben, und hier ist es so außerordentlich heiß, dass mir das Blut zu Kopf steigt."""
joy,"It is overpowering, and yet it is delightful.""","Es ist überwältigend und doch entzückend."""
joy,"As the clerk thought of all these things, and became conscious of the great change in his own feelings, he smiled, and said to himself, ""I must be asleep and dreaming; and yet, if so, how wonderful for a dream to be so natural and real, and to know at the same time too that it is but a dream.","Als der Angestellte an all diese Dinge dachte und sich der großen Veränderung in seinen eigenen Gefühlen bewusst wurde, lächelte er und sagte zu sich selbst: „Ich muss schlafen und träumen, und doch, wenn ja, wie wunderbar ist ein Traum so natürlich und real, und gleichzeitig auch zu wissen, dass es nur ein Traum ist."
fear,"The canary-bird fluttered in his cage, and the parrot flapped his wings and cried, ""Let us be men;"" the poor clerk, in the most deadly terror, flew through the window, over the houses, and through the streets, till at length he was obliged to seek a resting-place.","Der Kanarienvogel flatterte in seinem Käfig, und der Papagei schlug mit den Flügeln und rief: „Lasst uns Menschen sein;“ der arme Schreiber flog in tödlichster Angst durch das Fenster, über die Häuser und durch die Straßen, bis er endlich einen Ruheplatz suchen mußte."
surprise,"""Heaven preserve us!"" said he; ""How did I get up here and fall asleep in this way?","""Der Himmel bewahre uns!"" sagte er; „Wie bin ich hier aufgestanden und so eingeschlafen?"
surprise,"""Dead!"" cried the laundress, turning pale as death.","""Tot!"" rief die Wäscherin und wurde totenbleich."
surprise,"""Is he dead?"" she exclaimed.","""Ist er tot?"" rief sie aus."
sadness,"Oh, my poor child,"" and she burst into tears.","Oh, mein armes Kind“, und sie brach in Tränen aus."
sadness,"And he, poor boy, wept also, as he sat alone by the river, near to and watching the damp linen.","Und er, der arme Junge, weinte auch, als er allein am Fluss saß, in der Nähe der feuchten Wäsche und sie beobachtete."
sadness,"I kissed her hand, and wept bitter tears, and I wept still more when I went to my room, and threw myself on the bed.","Ich küßte ihre Hand und weinte bittere Tränen, und ich weinte noch mehr, als ich in mein Zimmer ging und mich aufs Bett warf."
sadness,"""Oh, my poor mother!"" he cried, while the tears rolled down his cheeks.","""Oh, meine arme Mutter!"" rief er, während ihm die Tränen über die Wangen liefen."
joy,"She has a hymn-book with large silver clasps, in which she often reads; and in the book, between the leaves, lies a rose, quite flat and dry; it is not so pretty as the roses which are standing in the glass, and yet she smiles at it most pleasantly, and tears even come into her eyes.","Sie hat ein Gesangbuch mit großen silbernen Spangen, in denen sie oft liest; und in dem Buch, zwischen den Blättern, liegt eine Rose, ganz flach und trocken; es ist nicht so hübsch wie die Rosen, die im Glas stehen, und doch lächelt sie es sehr lieblich an, und es kommen ihr sogar Tränen in die Augen."
joy,"At her side sits a young man, tall and strong; he gives her a rose and she smiles.","An ihrer Seite sitzt ein junger Mann, groß und stark; Er gibt ihr eine Rose und sie lächelt."
joy,"She smiled once more, and then people said she was dead.","Sie lächelte noch einmal, und dann sagten die Leute, sie sei tot."
sadness,"She had not a button- that she knew right well, and therefore she remained standing sorrowfully outside, till all the others had seen the grave and had gone away; then she sat down, held her little brown hands before her eyes, and burst into tears; this girl alone had not seen Puggie's grave.","Sie hatte keinen Knopf, das wußte sie ganz genau, und darum blieb sie traurig draußen stehen, bis alle anderen das Grab gesehen hatten und fortgegangen waren; dann setzte sie sich, hielt ihre braunen Händchen vor die Augen und brach in Tränen aus; Dieses Mädchen allein hatte Puggies Grab nicht gesehen."
